orderid,productid,customerid,vendorid,sale_date,quantitysold,productsellingprice,totalsale,orderstatus,returndate,productname,category,subcategory,customername,customeremail,shippingaddress,billingaddress,vendorname,vendorphone,vendorrating
32838,15,120,3,2022-03-17,111,4,444,placed,,StrawBerries,Fruits,Berries,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Mr Berry Straw,123.555.3333,3.5
71640,8,240,13,2023-10-12,165,1,165,returned,2023-12-20,Cashew,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
48249,12,318,11,2023-05-24,136,3,408,returned,2023-09-17,Almond,Fruits,Nuts,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Hard Nut Unlimited,123.456.3333,4.5
20821,6,173,7,2022-02-19,3,2,6,returned,2023-11-15,Spinech,Vegetable,Leafy,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Green World,123.111.7890,1.1
45938,14,332,12,2023-08-31,5,6,30,returned,2023-11-29,Lux,Groceries,Soap,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,United Soap company,234.456.1234,3.9
96507,2,393,5,2023-07-03,136,4,544,placed,,Almond,Fruits,Nuts,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Hard Nut Unlimited,123.456.3333,4.5
92487,18,259,13,2022-11-26,165,3,495,placed,,Cashew,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
24224,12,183,15,2022-08-29,42,6,252,returned,2023-02-07,DaburLal,Groceries,Toothpaste,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Best Toothpaste pvt ltd,333.456.7890,3.4
80309,13,412,13,2022-03-09,3,2,6,returned,2023-06-23,Asparagus,Vegetable,Stem,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Solid Stem inc,123.000.8888,2.1
46268,14,225,13,2022-10-24,165,9,1485,shipped,,Cashew,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
97856,5,405,4,2022-05-24,9,4,36,returned,2023-09-18,Yummy Rock Salt,Groceries,Salt,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Salt Company X,123.456.7890,4.9
90230,2,368,1,2023-07-28,8,4,32,shipped,,Pears,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
22517,8,191,2,2022-06-07,13,9,117,placed,,shallot,Vegetable,Allium,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Allium helium pte ltd,123.456.6666,3.6
84518,12,498,14,2022-04-18,4,6,24,placed,,Methi,Vegetable,Leafy,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Green World,123.111.7890,1.1
58576,14,252,4,2023-07-09,13,10,130,shipped,,shallot,Vegetable,Allium,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Allium helium pte ltd,123.456.6666,3.6
55167,13,250,3,2023-06-09,58,1,58,placed,,Crest,Groceries,Toothpaste,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Best Toothpaste pvt ltd,333.456.7890,3.4
48743,18,370,3,2023-11-02,111,5,555,returned,2023-11-21,StrawBerries,Fruits,Berries,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Mr Berry Straw,123.555.3333,3.5
99451,13,127,7,2023-12-07,4,7,28,returned,2023-12-25,Methi,Vegetable,Leafy,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Green World,123.111.7890,1.1
32427,1,456,10,2022-04-29,123,8,984,placed,,BlueBerries,Fruits,Berries,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Mr Berry Straw,123.555.3333,3.5
66916,18,369,3,2023-05-12,165,1,165,returned,2023-06-30,Cashew,Fruits,Nuts,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Hard Nut Unlimited,123.456.3333,4.5
81499,20,182,4,2022-04-20,9,9,81,returned,2023-01-18,Dove,Groceries,Soap,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,United Soap company,234.456.1234,3.9
99632,15,383,1,2022-06-26,7,10,70,returned,2022-12-30,50-50,Groceries,Biscuits,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Yummy Biscuits Co,444.456.7890,4.3
34694,4,208,11,2022-05-20,4,2,8,returned,2023-01-22,Potato,Vegetable,Root,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Ground Corporations,555.456.7890,4.1
49087,17,273,4,2023-12-21,11,1,11,shipped,,lime,Fruits,Citrus,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Health fruits,123.456.3333,4.6
41661,9,422,1,2022-02-24,3,7,21,shipped,,ParleG,Groceries,Biscuits,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Yummy Biscuits Co,444.456.7890,4.3
13790,7,354,10,2022-11-03,15,4,60,placed,,Free Flow Pizza,Groceries,Salt,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Salt Company X,123.456.7890,4.9
31085,11,299,6,2023-03-31,123,8,984,placed,,BlueBerries,Fruits,Berries,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Mr Berry Straw,123.555.3333,3.5
89026,7,368,14,2023-06-28,12,1,12,placed,,Great Table Salt,Groceries,Salt,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Salt Company X,123.456.7890,4.9
64635,16,378,14,2023-05-25,123,4,492,returned,2023-10-03,BlueBerries,Fruits,Berries,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Mr Berry Straw,123.555.3333,3.5
96974,1,190,8,2022-11-07,321,4,1284,returned,2023-06-20,RaspBerries,Fruits,Berries,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Mr Berry Straw,123.555.3333,3.5
50404,13,386,5,2022-07-23,15,9,135,placed,,Free Flow Pizza,Groceries,Salt,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Salt Company X,123.456.7890,4.9
31540,16,401,3,2023-07-17,8,9,72,returned,2023-07-30,Pears,Groceries,Soap,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,United Soap company,234.456.1234,3.9
88627,3,497,14,2022-08-04,136,6,816,shipped,,Almond,Fruits,Nuts,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Hard Nut Unlimited,123.456.3333,4.5
99687,7,346,8,2023-06-17,11,4,44,shipped,,lime,Fruits,Citrus,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Health fruits,123.456.3333,4.6
78110,9,105,14,2023-03-03,13,3,39,placed,,shallot,Vegetable,Allium,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Allium helium pte ltd,123.456.6666,3.6
32617,1,470,2,2023-10-02,33,4,132,placed,,Pepsudent,Groceries,Toothpaste,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Best Toothpaste pvt ltd,333.456.7890,3.4
62007,5,358,4,2023-02-11,12,10,120,shipped,,Great Table Salt,Groceries,Salt,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Salt Company X,123.456.7890,4.9
78274,14,323,5,2022-07-25,19,10,190,shipped,,HidenSeek,Groceries,Biscuits,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Yummy Biscuits Co,444.456.7890,4.3
77116,4,360,12,2023-10-06,9,4,36,placed,,Yummy Rock Salt,Groceries,Salt,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Salt Company X,123.456.7890,4.9
81066,13,399,12,2022-12-13,15,1,15,returned,2023-09-20,Free Flow Pizza,Groceries,Salt,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Salt Company X,123.456.7890,4.9
42062,4,263,8,2022-02-12,43,6,258,returned,2023-10-01,Mandarin,Fruits,Citrus,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Health fruits,123.456.3333,4.6
28333,11,406,11,2022-01-13,42,7,294,placed,,Orange,Fruits,Citrus,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Health fruits,123.456.3333,4.6
32894,8,310,3,2023-04-27,321,3,963,shipped,,RaspBerries,Fruits,Berries,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Mr Berry Straw,123.555.3333,3.5
62663,12,430,6,2023-05-16,13,10,130,returned,2023-08-11,shallot,Vegetable,Allium,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Allium helium pte ltd,123.456.6666,3.6
14770,12,358,4,2022-03-28,11,10,110,returned,2022-05-29,lime,Fruits,Citrus,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Health fruits,123.456.3333,4.6
64924,14,319,1,2022-11-25,19,2,38,placed,,HidenSeek,Groceries,Biscuits,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Yummy Biscuits Co,444.456.7890,4.3
93575,1,389,3,2022-11-07,3,9,27,shipped,,Asparagus,Vegetable,Stem,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Solid Stem inc,123.000.8888,2.1
14761,17,361,15,2023-12-24,165,8,1320,shipped,,Cashew,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
87002,19,176,6,2022-07-05,7,7,49,placed,,Onion,Vegetable,Root,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Ground Corporations,555.456.7890,4.1
43951,5,272,12,2023-11-22,9,3,27,placed,,Dove,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
16613,5,349,1,2022-06-09,136,10,1360,returned,2023-09-07,Almond,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
30300,5,265,12,2022-12-03,7,9,63,shipped,,Onion,Vegetable,Root,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Ground Corporations,555.456.7890,4.1
99090,16,328,2,2022-01-19,5,3,15,returned,2022-10-27,Celery,Vegetable,Stem,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Solid Stem inc,123.000.8888,2.1
98434,4,175,14,2022-12-02,3,7,21,placed,,ParleG,Groceries,Biscuits,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Yummy Biscuits Co,444.456.7890,4.3
60031,11,309,9,2023-01-31,7,6,42,placed,,50-50,Groceries,Biscuits,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Yummy Biscuits Co,444.456.7890,4.3
16623,18,223,2,2023-11-04,42,9,378,returned,2023-12-24,Orange,Fruits,Citrus,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Health fruits,123.456.3333,4.6
12970,4,386,15,2023-09-27,3,1,3,returned,2023-10-15,Asparagus,Vegetable,Stem,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Solid Stem inc,123.000.8888,2.1
36161,6,305,3,2023-02-12,120,1,120,placed,,Apricot,Fruits,Nuts,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Hard Nut Unlimited,123.456.3333,4.5
45739,16,101,14,2022-03-11,33,6,198,returned,2022-06-24,Pepsudent,Groceries,Toothpaste,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Best Toothpaste pvt ltd,333.456.7890,3.4
56241,7,234,1,2022-02-02,4,7,28,shipped,,Potato,Vegetable,Root,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Ground Corporations,555.456.7890,4.1
24212,3,340,1,2023-09-23,13,6,78,placed,,shallot,Vegetable,Allium,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Allium helium pte ltd,123.456.6666,3.6
36487,4,420,7,2022-01-29,42,3,126,shipped,,DaburLal,Groceries,Toothpaste,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Best Toothpaste pvt ltd,333.456.7890,3.4
82690,2,432,13,2023-12-29,4,1,4,returned,2023-12-29,Potato,Vegetable,Root,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Ground Corporations,555.456.7890,4.1
68767,1,115,10,2022-10-05,13,10,130,shipped,,shallot,Vegetable,Allium,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Allium helium pte ltd,123.456.6666,3.6
22402,12,250,10,2022-01-23,4,7,28,placed,,Methi,Vegetable,Leafy,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Green World,123.111.7890,1.1
44177,19,315,5,2022-12-12,14,3,42,returned,2022-12-22,garlic,Vegetable,Allium,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Allium helium pte ltd,123.456.6666,3.6
31018,5,409,15,2023-03-14,4,3,12,returned,2023-12-24,Methi,Vegetable,Leafy,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Green World,123.111.7890,1.1
50866,16,306,10,2023-07-24,321,8,2568,placed,,RaspBerries,Fruits,Berries,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Mr Berry Straw,123.555.3333,3.5
27289,7,197,12,2022-10-18,42,4,168,returned,2023-08-15,DaburLal,Groceries,Toothpaste,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Best Toothpaste pvt ltd,333.456.7890,3.4
53903,12,128,14,2022-02-11,43,3,129,returned,2022-08-01,Mandarin,Fruits,Citrus,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Health fruits,123.456.3333,4.6
23411,5,459,12,2022-05-17,6,4,24,shipped,,Cinthol,Groceries,Soap,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,United Soap company,234.456.1234,3.9
66644,1,307,8,2023-05-05,165,5,825,shipped,,Cashew,Fruits,Nuts,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Hard Nut Unlimited,123.456.3333,4.5
55474,18,112,10,2022-12-11,8,10,80,shipped,,Pears,Groceries,Soap,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,United Soap company,234.456.1234,3.9
58834,13,231,13,2022-06-14,7,2,14,shipped,,50-50,Groceries,Biscuits,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Yummy Biscuits Co,444.456.7890,4.3
98635,9,170,1,2022-03-02,4,7,28,returned,2022-06-27,Potato,Vegetable,Root,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Ground Corporations,555.456.7890,4.1
86751,1,181,1,2022-06-27,136,10,1360,returned,2023-11-27,Almond,Fruits,Nuts,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Hard Nut Unlimited,123.456.3333,4.5
92948,16,429,9,2022-07-07,123,9,1107,shipped,,BlueBerries,Fruits,Berries,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Mr Berry Straw,123.555.3333,3.5
39205,10,202,15,2022-03-10,7,5,35,placed,,50-50,Groceries,Biscuits,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Yummy Biscuits Co,444.456.7890,4.3
77676,13,171,9,2022-10-04,43,1,43,placed,,Mandarin,Fruits,Citrus,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Health fruits,123.456.3333,4.6
85659,17,462,3,2023-04-24,5,10,50,returned,2023-05-23,Lux,Groceries,Soap,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,United Soap company,234.456.1234,3.9
14678,5,125,6,2023-06-04,42,2,84,returned,2023-12-08,Orange,Fruits,Citrus,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Health fruits,123.456.3333,4.6
21719,13,152,13,2023-10-08,58,9,522,returned,2023-11-13,Crest,Groceries,Toothpaste,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Best Toothpaste pvt ltd,333.456.7890,3.4
10331,13,332,2,2022-03-26,321,4,1284,returned,2022-06-25,RaspBerries,Fruits,Berries,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Mr Berry Straw,123.555.3333,3.5
32476,19,201,2,2023-04-06,4,1,4,returned,2023-10-17,Methi,Vegetable,Leafy,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Green World,123.111.7890,1.1
16320,8,273,2,2023-12-02,8,10,80,placed,,Pears,Groceries,Soap,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,United Soap company,234.456.1234,3.9
85177,7,144,13,2022-03-16,3,3,9,returned,2023-01-14,Spinech,Vegetable,Leafy,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Green World,123.111.7890,1.1
93336,19,150,7,2023-02-25,13,3,39,returned,2023-05-03,shallot,Vegetable,Allium,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Allium helium pte ltd,123.456.6666,3.6
58868,20,250,9,2022-01-03,12,3,36,returned,2023-01-31,Great Table Salt,Groceries,Salt,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Salt Company X,123.456.7890,4.9
66549,6,460,1,2022-11-23,6,7,42,shipped,,Cinthol,Groceries,Soap,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,United Soap company,234.456.1234,3.9
50694,18,228,4,2022-09-08,165,2,330,returned,2023-04-15,Cashew,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
47235,16,356,1,2022-08-14,120,9,1080,placed,,Apricot,Fruits,Nuts,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Hard Nut Unlimited,123.456.3333,4.5
18748,14,264,9,2022-04-03,14,7,98,returned,2023-12-02,garlic,Vegetable,Allium,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Allium helium pte ltd,123.456.6666,3.6
15261,1,408,12,2022-08-13,11,2,22,returned,2022-10-20,Horlics,Groceries,Biscuits,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Yummy Biscuits Co,444.456.7890,4.3
90682,17,484,4,2023-02-14,4,10,40,returned,2023-02-28,Potato,Vegetable,Root,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Ground Corporations,555.456.7890,4.1
71550,6,372,3,2023-08-30,7,9,63,placed,,Onion,Vegetable,Root,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Ground Corporations,555.456.7890,4.1
51139,7,450,7,2023-12-07,22,8,176,shipped,,Colgate,Groceries,Toothpaste,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Best Toothpaste pvt ltd,333.456.7890,3.4
31912,1,413,5,2023-04-28,14,4,56,shipped,,garlic,Vegetable,Allium,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Allium helium pte ltd,123.456.6666,3.6
36902,6,477,3,2023-08-08,6,3,18,returned,2023-12-10,Iodized for Health,Groceries,Salt,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Salt Company X,123.456.7890,4.9
90880,17,232,8,2023-11-04,43,8,344,shipped,,Mandarin,Fruits,Citrus,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Health fruits,123.456.3333,4.6
94071,16,354,11,2023-01-07,321,4,1284,returned,2023-09-09,RaspBerries,Fruits,Berries,Bob Smith,bob.smith@email.com,45 Oak Ave. Somecity,45 Oak Ave. Somecity,Mr Berry Straw,123.555.3333,3.5
40814,8,342,14,2023-09-20,165,9,1485,returned,2023-12-20,Cashew,Fruits,Nuts,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Hard Nut Unlimited,123.456.3333,4.5
38893,7,392,7,2022-07-11,165,8,1320,shipped,,Cashew,Fruits,Nuts,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Hard Nut Unlimited,123.456.3333,4.5
35402,11,255,13,2022-07-09,9,3,27,returned,2023-04-02,Yummy Rock Salt,Groceries,Salt,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Salt Company X,123.456.7890,4.9
18914,16,228,15,2023-04-17,136,1,136,shipped,,Almond,Fruits,Nuts,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Hard Nut Unlimited,123.456.3333,4.5
47587,6,356,7,2022-07-02,11,9,99,shipped,,Horlics,Groceries,Biscuits,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Yummy Biscuits Co,444.456.7890,4.3
61424,7,286,2,2023-06-26,13,1,13,returned,2023-10-04,shallot,Vegetable,Allium,Jane Doe,jane.doe@email.com,123 Main St. Anytown,123 Main St. Anytown,Allium helium pte ltd,123.456.6666,3.6
93754,17,174,5,2022-05-27,123,10,1230,returned,2023-09-14,BlueBerries,Fruits,Berries,Brandon Bell,hunter88@hotmail.com,437 Lauren Falls Suite 112 Rodriguezport AK 56234,437 Lauren Falls Suite 112 Rodriguezport AK 56234,Mr Berry Straw,123.555.3333,3.5
23004,16,211,9,2022-05-08,11,5,55,placed,,lime,Fruits,Citrus,David Spencer,jonathan76@santos.com,631 Hines Drive Kirstenburgh ND 19567,631 Hines Drive Kirstenburgh ND 19567,Health fruits,123.456.3333,4.6
87879,12,183,6,2023-01-24,22,2,44,placed,,Colgate,Groceries,Toothpaste,James Knight,dbrown@hotmail.com,91572 Joyce Fort New Ryan AR 18441,91572 Joyce Fort New Ryan AR 18441,Best Toothpaste pvt ltd,333.456.7890,3.4
84152,11,430,11,2023-08-19,123,7,861,shipped,,BlueBerries,Fruits,Berries,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Mr Berry Straw,123.555.3333,3.5
53084,4,160,11,2022-04-07,43,7,301,shipped,,Mandarin,Fruits,Citrus,Jamie Martinez,scottchristina@hotmail.com,7115 Smith Plains Apt. 692 West Danielchester FL 1234,7115 Smith Plains Apt. 692 West Danielchester FL 1234,Health fruits,123.456.3333,4.6
44942,1,351,10,2023-04-10,4,8,32,shipped,,Potato,Vegetable,Root,Gerald Brown,hudsonmadison@yahoo.com,59013 Gutierrez Lake Jenniferport NE 28083,59013 Gutierrez Lake Jenniferport NE 28083,Ground Corporations,555.456.7890,4.1
